jurisdiction,month,consult_or_discuss_dummy,framework_final_dummy,effective_dummy,ban_dummy,active_regime_dummy,non_us_currency_covered_dummy
Japan,2023-09-01,0,0,1,0,1,1
Japan,2023-10-01,0,0,1,0,1,1
Japan,2023-11-01,0,0,1,0,1,1
Japan,2023-12-01,0,0,1,0,1,1
Japan,2024-01-01,0,0,1,0,1,1
Japan,2024-02-01,0,0,1,0,1,1
Japan,2024-03-01,0,0,1,0,1,1
Japan,2024-04-01,0,0,1,0,1,1
Japan,2024-05-01,0,0,1,0,1,1
Japan,2024-06-01,0,0,1,0,1,1
Japan,2024-07-01,0,0,1,0,1,1
Japan,2024-08-01,0,0,1,0,1,1
Japan,2024-09-01,0,0,1,0,1,1
Japan,2024-10-01,0,0,1,0,1,1
Japan,2024-11-01,0,0,1,0,1,1
Japan,2024-12-01,0,0,1,0,1,1
Japan,2025-01-01,0,0,1,0,1,1
Japan,2025-02-01,0,0,1,0,1,1
Japan,2025-03-01,0,0,1,0,1,1
Japan,2025-04-01,0,0,1,0,1,1
Japan,2025-05-01,0,0,1,0,1,1
Japan,2025-06-01,0,0,1,0,1,1
Japan,2025-07-01,0,0,1,0,1,1
Japan,2025-08-01,0,0,1,0,1,1
Japan,2025-09-01,0,0,1,0,1,1
Japan,2025-10-01,0,0,1,0,1,1
Japan,2025-11-01,0,0,1,0,1,1
Japan,2025-12-01,0,0,1,0,1,1
Singapore,2019-01-01,0,0,0,0,0,1
Singapore,2019-02-01,0,0,0,0,0,1
Singapore,2019-03-01,0,0,0,0,0,1
Singapore,2019-04-01,0,0,0,0,0,1
Singapore,2019-05-01,0,0,0,0,0,1
Singapore,2019-06-01,0,0,0,0,0,1
Singapore,2019-07-01,0,0,0,0,0,1
Singapore,2019-08-01,0,0,0,0,0,1
Singapore,2019-09-01,0,0,0,0,0,1
Singapore,2019-10-01,0,0,0,0,0,1
Singapore,2019-11-01,0,0,0,0,0,1
Singapore,2019-12-01,0,0,0,0,0,1
Singapore,2020-01-01,0,0,0,0,0,1
Singapore,2020-02-01,0,0,0,0,0,1
Singapore,2020-03-01,0,0,0,0,0,1
Singapore,2020-04-01,0,0,0,0,0,1
Singapore,2020-05-01,0,0,0,0,0,1
Singapore,2020-06-01,0,0,0,0,0,1
Singapore,2020-07-01,0,0,0,0,0,1
Singapore,2020-08-01,0,0,0,0,0,1
Singapore,2020-09-01,0,0,0,0,0,1
Singapore,2020-10-01,0,0,0,0,0,1
Singapore,2020-11-01,0,0,0,0,0,1
Singapore,2020-12-01,0,0,0,0,0,1
Singapore,2021-01-01,0,0,0,0,0,1
Singapore,2021-02-01,0,0,0,0,0,1
Singapore,2021-03-01,0,0,0,0,0,1
Singapore,2021-04-01,0,0,0,0,0,1
Singapore,2021-05-01,0,0,0,0,0,1
Singapore,2021-06-01,0,0,0,0,0,1
Singapore,2021-07-01,0,0,0,0,0,1
Singapore,2021-08-01,0,0,0,0,0,1
Singapore,2021-09-01,0,0,0,0,0,1
Singapore,2021-10-01,0,0,0,0,0,1
Singapore,2021-11-01,0,0,0,0,0,1
Singapore,2021-12-01,0,0,0,0,0,1
Singapore,2022-01-01,0,0,0,0,0,1
Singapore,2022-02-01,0,0,0,0,0,1
Singapore,2022-03-01,0,0,0,0,0,1
Singapore,2022-04-01,0,0,0,0,0,1
Singapore,2022-05-01,0,0,0,0,0,1
Singapore,2022-06-01,0,0,0,0,0,1
Singapore,2022-07-01,0,0,0,0,0,1
Singapore,2022-08-01,0,0,0,0,0,1
Singapore,2022-09-01,0,0,0,0,0,1
Singapore,2022-10-01,0,0,0,0,0,1
Singapore,2022-11-01,0,0,0,0,0,1
Singapore,2022-12-01,0,0,0,0,0,1
Singapore,2023-01-01,0,0,0,0,0,1
Singapore,2023-02-01,0,0,0,0,0,1
Singapore,2023-03-01,0,0,0,0,0,1
Singapore,2023-04-01,0,0,0,0,0,1
Singapore,2023-05-01,0,0,0,0,0,1
Singapore,2023-06-01,0,0,0,0,0,1
Singapore,2023-07-01,0,0,0,0,0,1
Singapore,2023-08-01,0,1,0,0,1,1
Singapore,2023-09-01,0,1,0,0,1,1
Singapore,2023-10-01,0,1,0,0,1,1
Singapore,2023-11-01,0,1,0,0,1,1
Singapore,2023-12-01,0,1,0,0,1,1
Singapore,2024-01-01,0,1,0,0,1,1
Singapore,2024-02-01,0,1,0,0,1,1
Singapore,2024-03-01,0,1,0,0,1,1
Singapore,2024-04-01,0,1,0,0,1,1
Singapore,2024-05-01,0,1,0,0,1,1
Singapore,2024-06-01,0,1,0,0,1,1
Singapore,2024-07-01,0,1,0,0,1,1
Singapore,2024-08-01,0,1,0,0,1,1
Singapore,2024-09-01,0,1,0,0,1,1
Singapore,2024-10-01,0,1,0,0,1,1
Singapore,2024-11-01,0,1,0,0,1,1
Singapore,2024-12-01,0,1,0,0,1,1
Singapore,2025-01-01,0,1,0,0,1,1
Singapore,2025-02-01,0,1,0,0,1,1
Singapore,2025-03-01,0,1,0,0,1,1
Singapore,2025-04-01,0,1,0,0,1,1
Singapore,2025-05-01,0,1,0,0,1,1
Singapore,2025-06-01,0,1,0,0,1,1
Singapore,2025-07-01,0,1,0,0,1,1
Singapore,2025-08-01,0,1,0,0,1,1
Singapore,2025-09-01,0,1,0,0,1,1
Singapore,2025-10-01,0,1,0,0,1,1
Singapore,2025-11-01,0,1,0,0,1,1
Singapore,2025-12-01,0,1,0,0,1,1
South Korea,2019-01-01,0,0,0,0,0,0
South Korea,2019-02-01,0,0,0,0,0,0
South Korea,2019-03-01,0,0,0,0,0,0
South Korea,2019-04-01,0,0,0,0,0,0
South Korea,2019-05-01,0,0,0,0,0,0
South Korea,2019-06-01,0,0,0,0,0,0
South Korea,2019-07-01,0,0,0,0,0,0
South Korea,2019-08-01,0,0,0,0,0,0
South Korea,2019-09-01,0,0,0,0,0,0
South Korea,2019-10-01,0,0,0,0,0,0
South Korea,2019-11-01,0,0,0,0,0,0
South Korea,2019-12-01,0,0,0,0,0,0
South Korea,2020-01-01,0,0,0,0,0,0
South Korea,2020-02-01,0,0,0,0,0,0
South Korea,2020-03-01,0,0,0,0,0,0
South Korea,2020-04-01,0,0,0,0,0,0
South Korea,2020-05-01,0,0,0,0,0,0
South Korea,2020-06-01,0,0,0,0,0,0
South Korea,2020-07-01,0,0,0,0,0,0
South Korea,2020-08-01,0,0,0,0,0,0
South Korea,2020-09-01,0,0,0,0,0,0
South Korea,2020-10-01,0,0,0,0,0,0
South Korea,2020-11-01,0,0,0,0,0,0
South Korea,2020-12-01,0,0,0,0,0,0
South Korea,2021-01-01,0,0,0,0,0,0
South Korea,2021-02-01,0,0,0,0,0,0
South Korea,2021-03-01,0,0,0,0,0,0
South Korea,2021-04-01,0,0,0,0,0,0
South Korea,2021-05-01,0,0,0,0,0,0
South Korea,2021-06-01,0,0,0,0,0,0
South Korea,2021-07-01,0,0,0,0,0,0
South Korea,2021-08-01,0,0,0,0,0,0
South Korea,2021-09-01,0,0,0,0,0,0
South Korea,2021-10-01,0,0,0,0,0,0
South Korea,2021-11-01,0,0,0,0,0,0
South Korea,2021-12-01,0,0,0,0,0,0
South Korea,2022-01-01,0,0,0,0,0,0
South Korea,2022-02-01,0,0,0,0,0,0
South Korea,2022-03-01,0,0,0,0,0,0
South Korea,2022-04-01,0,0,0,0,0,0
South Korea,2022-05-01,0,0,0,0,0,0
South Korea,2022-06-01,0,0,0,0,0,0
South Korea,2022-07-01,0,0,0,0,0,0
South Korea,2022-08-01,0,0,0,0,0,0
South Korea,2022-09-01,0,0,0,0,0,0
South Korea,2022-10-01,0,0,0,0,0,0
South Korea,2022-11-01,0,0,0,0,0,0
South Korea,2022-12-01,0,0,0,0,0,0
South Korea,2023-01-01,0,0,0,0,0,0
South Korea,2023-02-01,0,0,0,0,0,0
South Korea,2023-03-01,0,0,0,0,0,0
South Korea,2023-04-01,0,0,0,0,0,0
South Korea,2023-05-01,0,0,0,0,0,0
South Korea,2023-06-01,0,0,0,0,0,0
South Korea,2023-07-01,0,0,0,0,0,0
South Korea,2023-08-01,0,0,0,0,0,0
South Korea,2023-09-01,0,0,0,0,0,0
South Korea,2023-10-01,0,0,0,0,0,0
South Korea,2023-11-01,0,0,0,0,0,0
South Korea,2023-12-01,0,0,0,0,0,0
South Korea,2024-01-01,0,0,0,0,0,0
South Korea,2024-02-01,0,0,0,0,0,0
South Korea,2024-03-01,0,0,0,0,0,0
South Korea,2024-04-01,0,0,0,0,0,0
South Korea,2024-05-01,0,0,0,0,0,0
South Korea,2024-06-01,0,0,0,0,0,0
South Korea,2024-07-01,0,0,1,0,1,0
South Korea,2024-08-01,0,0,1,0,1,0
South Korea,2024-09-01,0,0,1,0,1,0
South Korea,2024-10-01,0,0,1,0,1,0
South Korea,2024-11-01,0,0,1,0,1,0
South Korea,2024-12-01,0,0,1,0,1,0
South Korea,2025-01-01,0,0,1,0,1,0
South Korea,2025-02-01,0,0,1,0,1,0
South Korea,2025-03-01,0,0,1,0,1,0
South Korea,2025-04-01,0,0,1,0,1,0
South Korea,2025-05-01,0,0,1,0,1,0
South Korea,2025-06-01,0,0,1,0,1,0
South Korea,2025-07-01,0,0,1,0,1,0
South Korea,2025-08-01,0,0,1,0,1,0
South Korea,2025-09-01,0,0,1,0,1,0
South Korea,2025-10-01,0,0,1,0,1,0
South Korea,2025-11-01,0,0,1,0,1,0
South Korea,2025-12-01,0,0,1,0,1,0
Switzerland,2019-01-01,0,0,0,0,0,1
Switzerland,2019-02-01,0,0,0,0,0,1
Switzerland,2019-03-01,0,0,0,0,0,1
Switzerland,2019-04-01,0,0,0,0,0,1
Switzerland,2019-05-01,0,0,0,0,0,1
Switzerland,2019-06-01,0,0,0,0,0,1
Switzerland,2019-07-01,0,0,0,0,0,1
Switzerland,2019-08-01,0,0,0,0,0,1
Switzerland,2019-09-01,0,1,0,0,1,1
Switzerland,2019-10-01,0,1,0,0,1,1
Switzerland,2019-11-01,0,1,0,0,1,1
Switzerland,2019-12-01,0,1,0,0,1,1
Switzerland,2020-01-01,0,1,0,0,1,1
Switzerland,2020-02-01,0,1,0,0,1,1
Switzerland,2020-03-01,0,1,0,0,1,1
Switzerland,2020-04-01,0,1,0,0,1,1
Switzerland,2020-05-01,0,1,0,0,1,1
Switzerland,2020-06-01,0,1,0,0,1,1
Switzerland,2020-07-01,0,1,0,0,1,1
Switzerland,2020-08-01,0,1,0,0,1,1
Switzerland,2020-09-01,0,1,0,0,1,1
Switzerland,2020-10-01,0,1,0,0,1,1
Switzerland,2020-11-01,0,1,0,0,1,1
Switzerland,2020-12-01,0,1,0,0,1,1
Switzerland,2021-01-01,0,1,0,0,1,1
Switzerland,2021-02-01,0,1,0,0,1,1
Switzerland,2021-03-01,0,1,0,0,1,1
Switzerland,2021-04-01,0,1,0,0,1,1
Switzerland,2021-05-01,0,1,0,0,1,1
Switzerland,2021-06-01,0,1,0,0,1,1
Switzerland,2021-07-01,0,1,0,0,1,1
Switzerland,2021-08-01,0,1,0,0,1,1
Switzerland,2021-09-01,0,1,0,0,1,1
Switzerland,2021-10-01,0,1,0,0,1,1
Switzerland,2021-11-01,0,1,0,0,1,1
Switzerland,2021-12-01,0,1,0,0,1,1
Switzerland,2022-01-01,0,1,0,0,1,1
Switzerland,2022-02-01,0,1,0,0,1,1
Switzerland,2022-03-01,0,1,0,0,1,1
Switzerland,2022-04-01,0,1,0,0,1,1
Switzerland,2022-05-01,0,1,0,0,1,1
Switzerland,2022-06-01,0,1,0,0,1,1
Switzerland,2022-07-01,0,1,0,0,1,1
Switzerland,2022-08-01,0,1,0,0,1,1
Switzerland,2022-09-01,0,1,0,0,1,1
Switzerland,2022-10-01,0,1,0,0,1,1
Switzerland,2022-11-01,0,1,0,0,1,1
Switzerland,2022-12-01,0,1,0,0,1,1
Switzerland,2023-01-01,0,1,0,0,1,1
Switzerland,2023-02-01,0,1,0,0,1,1
Switzerland,2023-03-01,0,1,0,0,1,1
Switzerland,2023-04-01,0,1,0,0,1,1
Switzerland,2023-05-01,0,1,0,0,1,1
Switzerland,2023-06-01,0,1,0,0,1,1
Switzerland,2023-07-01,0,1,0,0,1,1
Switzerland,2023-08-01,0,1,0,0,1,1
Switzerland,2023-09-01,0,1,0,0,1,1
Switzerland,2023-10-01,0,1,0,0,1,1
Switzerland,2023-11-01,0,1,0,0,1,1
Switzerland,2023-12-01,0,1,0,0,1,1
Switzerland,2024-01-01,0,1,0,0,1,1
Switzerland,2024-02-01,0,1,0,0,1,1
Switzerland,2024-03-01,0,1,0,0,1,1
Switzerland,2024-04-01,0,1,0,0,1,1
Switzerland,2024-05-01,0,1,0,0,1,1
Switzerland,2024-06-01,0,1,0,0,1,1
Switzerland,2024-07-01,0,1,0,0,1,1
Switzerland,2024-08-01,0,1,0,0,1,1
Switzerland,2024-09-01,0,1,0,0,1,1
Switzerland,2024-10-01,0,1,0,0,1,1
Switzerland,2024-11-01,0,1,0,0,1,1
Switzerland,2024-12-01,0,1,0,0,1,1
Switzerland,2025-01-01,0,1,0,0,1,1
Switzerland,2025-02-01,0,1,0,0,1,1
Switzerland,2025-03-01,0,1,0,0,1,1
Switzerland,2025-04-01,0,1,0,0,1,1
Switzerland,2025-05-01,0,1,0,0,1,1
Switzerland,2025-06-01,0,1,0,0,1,1
Switzerland,2025-07-01,0,1,0,0,1,1
Switzerland,2025-08-01,0,1,0,0,1,1
Switzerland,2025-09-01,0,1,0,0,1,1
Switzerland,2025-10-01,0,1,0,0,1,1
Switzerland,2025-11-01,0,1,0,0,1,1
Switzerland,2025-12-01,0,1,0,0,1,1
Thailand,2019-01-01,0,0,0,0,0,1
Thailand,2019-02-01,0,0,0,0,0,1
Thailand,2019-03-01,0,0,0,0,0,1
Thailand,2019-04-01,0,0,0,0,0,1
Thailand,2019-05-01,0,0,0,0,0,1
Thailand,2019-06-01,0,0,0,0,0,1
Thailand,2019-07-01,0,0,0,0,0,1
Thailand,2019-08-01,0,0,0,0,0,1
Thailand,2019-09-01,0,0,0,0,0,1
Thailand,2019-10-01,0,0,0,0,0,1
Thailand,2019-11-01,0,0,0,0,0,1
Thailand,2019-12-01,0,0,0,0,0,1
Thailand,2020-01-01,0,0,0,0,0,1
Thailand,2020-02-01,0,0,0,0,0,1
Thailand,2020-03-01,0,0,0,0,0,1
Thailand,2020-04-01,0,0,0,0,0,1
Thailand,2020-05-01,0,0,0,0,0,1
Thailand,2020-06-01,0,0,0,0,0,1
Thailand,2020-07-01,0,0,0,0,0,1
Thailand,2020-08-01,0,0,0,0,0,1
Thailand,2020-09-01,0,0,0,0,0,1
Thailand,2020-10-01,0,0,0,0,0,1
Thailand,2020-11-01,0,0,0,0,0,1
Thailand,2020-12-01,0,0,0,0,0,1
Thailand,2021-01-01,0,0,0,0,0,1
Thailand,2021-02-01,0,0,0,0,0,1
Thailand,2021-03-01,1,0,0,0,0,1
Thailand,2021-04-01,1,0,0,0,0,1
Thailand,2021-05-01,1,0,0,0,0,1
Thailand,2021-06-01,1,0,0,0,0,1
Thailand,2021-07-01,1,0,0,0,0,1
Thailand,2021-08-01,1,0,0,0,0,1
Thailand,2021-09-01,1,0,0,0,0,1
Thailand,2021-10-01,1,0,0,0,0,1
Thailand,2021-11-01,1,0,0,0,0,1
Thailand,2021-12-01,1,0,0,0,0,1
Thailand,2022-01-01,1,0,0,0,0,1
Thailand,2022-02-01,1,0,0,0,0,1
Thailand,2022-03-01,1,0,0,0,0,1
Thailand,2022-04-01,1,0,0,0,0,1
Thailand,2022-05-01,1,0,0,0,0,1
Thailand,2022-06-01,1,0,0,0,0,1
Thailand,2022-07-01,1,0,0,0,0,1
Thailand,2022-08-01,1,0,0,0,0,1
Thailand,2022-09-01,1,0,0,0,0,1
Thailand,2022-10-01,1,0,0,0,0,1
Thailand,2022-11-01,1,0,0,0,0,1
Thailand,2022-12-01,1,0,0,0,0,1
Thailand,2023-01-01,1,0,0,0,0,1
Thailand,2023-02-01,1,0,0,0,0,1
Thailand,2023-03-01,1,0,0,0,0,1
Thailand,2023-04-01,1,0,0,0,0,1
Thailand,2023-05-01,1,0,0,0,0,1
Thailand,2023-06-01,1,0,0,0,0,1
Thailand,2023-07-01,1,0,0,0,0,1
Thailand,2023-08-01,1,0,0,0,0,1
Thailand,2023-09-01,1,0,0,0,0,1
Thailand,2023-10-01,1,0,0,0,0,1
Thailand,2023-11-01,1,0,0,0,0,1
Thailand,2023-12-01,1,0,0,0,0,1
Thailand,2024-01-01,1,0,0,0,0,1
Thailand,2024-02-01,1,0,0,0,0,1
Thailand,2024-03-01,1,0,0,0,0,1
Thailand,2024-04-01,1,0,0,0,0,1
Thailand,2024-05-01,1,0,0,0,0,1
Thailand,2024-06-01,1,0,0,0,0,1
Thailand,2024-07-01,1,0,0,0,0,1
Thailand,2024-08-01,1,0,0,0,0,1
Thailand,2024-09-01,1,0,0,0,0,1
Thailand,2024-10-01,1,0,0,0,0,1
Thailand,2024-11-01,1,0,0,0,0,1
Thailand,2024-12-01,1,0,0,0,0,1
Thailand,2025-01-01,1,0,0,0,0,1
Thailand,2025-02-01,1,0,0,0,0,1
Thailand,2025-03-01,1,0,0,0,0,1
Thailand,2025-04-01,1,0,0,0,0,1
Thailand,2025-05-01,1,0,0,0,0,1
Thailand,2025-06-01,1,0,0,0,0,1
Thailand,2025-07-01,1,0,0,0,0,1
Thailand,2025-08-01,1,0,0,0,0,1
Thailand,2025-09-01,1,0,0,0,0,1
Thailand,2025-10-01,1,0,0,0,0,1
Thailand,2025-11-01,1,0,0,0,0,1
Thailand,2025-12-01,1,0,0,0,0,1
Turkey,2019-01-01,0,0,0,0,0,0
Turkey,2019-02-01,0,0,0,0,0,0
Turkey,2019-03-01,0,0,0,0,0,0
Turkey,2019-04-01,0,0,0,0,0,0
Turkey,2019-05-01,0,0,0,0,0,0
Turkey,2019-06-01,0,0,0,0,0,0
Turkey,2019-07-01,0,0,0,0,0,0
Turkey,2019-08-01,0,0,0,0,0,0
Turkey,2019-09-01,0,0,0,0,0,0
Turkey,2019-10-01,0,0,0,0,0,0
Turkey,2019-11-01,0,0,0,0,0,0
Turkey,2019-12-01,0,0,0,0,0,0
Turkey,2020-01-01,0,0,0,0,0,0
Turkey,2020-02-01,0,0,0,0,0,0
Turkey,2020-03-01,0,0,0,0,0,0
Turkey,2020-04-01,0,0,0,0,0,0
Turkey,2020-05-01,0,0,0,0,0,0
Turkey,2020-06-01,0,0,0,0,0,0
Turkey,2020-07-01,0,0,0,0,0,0
Turkey,2020-08-01,0,0,0,0,0,0
Turkey,2020-09-01,0,0,0,0,0,0
Turkey,2020-10-01,0,0,0,0,0,0
Turkey,2020-11-01,0,0,0,0,0,0
Turkey,2020-12-01,0,0,0,0,0,0
Turkey,2021-01-01,0,0,0,0,0,0
Turkey,2021-02-01,0,0,0,0,0,0
Turkey,2021-03-01,0,0,0,0,0,0
Turkey,2021-04-01,0,0,0,1,0,0
Turkey,2021-05-01,0,0,0,1,0,0
Turkey,2021-06-01,0,0,0,1,0,0
Turkey,2021-07-01,0,0,0,1,0,0
Turkey,2021-08-01,0,0,0,1,0,0
Turkey,2021-09-01,0,0,0,1,0,0
Turkey,2021-10-01,0,0,0,1,0,0
Turkey,2021-11-01,0,0,0,1,0,0
Turkey,2021-12-01,0,0,0,1,0,0
Turkey,2022-01-01,0,0,0,1,0,0
Turkey,2022-02-01,0,0,0,1,0,0
Turkey,2022-03-01,0,0,0,1,0,0
Turkey,2022-04-01,0,0,0,1,0,0
Turkey,2022-05-01,0,0,0,1,0,0
Turkey,2022-06-01,0,0,0,1,0,0
Turkey,2022-07-01,0,0,0,1,0,0
Turkey,2022-08-01,0,0,0,1,0,0
Turkey,2022-09-01,0,0,0,1,0,0
Turkey,2022-10-01,0,0,0,1,0,0
Turkey,2022-11-01,0,0,0,1,0,0
Turkey,2022-12-01,0,0,0,1,0,0
Turkey,2023-01-01,0,0,0,1,0,0
Turkey,2023-02-01,0,0,0,1,0,0
Turkey,2023-03-01,0,0,0,1,0,0
Turkey,2023-04-01,0,0,0,1,0,0
Turkey,2023-05-01,0,0,0,1,0,0
Turkey,2023-06-01,0,0,0,1,0,0
Turkey,2023-07-01,0,0,0,1,0,0
Turkey,2023-08-01,0,0,0,1,0,0
Turkey,2023-09-01,0,0,0,1,0,0
Turkey,2023-10-01,0,0,0,1,0,0
Turkey,2023-11-01,0,0,0,1,0,0
Turkey,2023-12-01,0,0,0,1,0,0
Turkey,2024-01-01,0,0,0,1,0,0
Turkey,2024-02-01,0,0,0,1,0,0
Turkey,2024-03-01,0,0,0,1,0,0
Turkey,2024-04-01,0,0,0,1,0,0
Turkey,2024-05-01,0,0,0,1,0,0
Turkey,2024-06-01,0,0,0,1,0,0
Turkey,2024-07-01,0,0,0,1,0,0
Turkey,2024-08-01,0,0,0,1,0,0
Turkey,2024-09-01,0,0,0,1,0,0
Turkey,2024-10-01,0,0,0,1,0,0
Turkey,2024-11-01,0,0,0,1,0,0
Turkey,2024-12-01,0,0,0,1,0,0
Turkey,2025-01-01,0,0,0,1,0,0
Turkey,2025-02-01,0,0,0,1,0,0
Turkey,2025-03-01,0,1,0,1,1,0
Turkey,2025-04-01,0,1,0,1,1,0
